time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-10-31T15:05:15.180Z,19.4169998,-155.2888336,0.67,1.76,ml,18,77,0.004519,0.3,hv,hv70677347,2018-10-31T15:10:57.860Z,"5km WSW of Volcano, Hawaii",earthquake,0.39,0.27,0.35,6,automatic,hv,hv
2018-10-31T15:03:56.580Z,33.5015,-116.776,3.76,0.19,ml,15,91,0.02305,0.1,ci,ci37409538,2018-10-31T18:37:41.397Z,"10km NE of Aguanga, CA",earthquake,0.24,0.45,0.059,6,reviewed,ci,ci
2018-10-31T14:59:54.171Z,38.4751,-118.3975,8.1,0.1,ml,5,134.97,0.062,0.0797,nn,nn00663595,2018-10-31T18:55:21.874Z,"20km ESE of Hawthorne, Nevada",earthquake,,3.6,0,1,reviewed,nn,nn
2018-10-31T14:44:45.610Z,33.5145,-116.5541667,13.52,0.76,ml,40,77,0.04473,0.16,ci,ci37409530,2018-10-31T18:38:43.267Z,"12km ESE of Anza, CA",earthquake,0.2,0.34,0.137,15,reviewed,ci,ci
2018-10-31T14:37:00.290Z,40.2933333,-124.5565,18.21,2.48,md,23,238,0.208,0.19,nc,nc73104261,2018-11-01T04:45:04.239Z,"23km W of Petrolia, CA",earthquake,0.66,0.55,0.116,24,reviewed,nc,nc
2018-10-31T14:31:45.810Z,37.3848333,-118.4075,13.13,1.87,md,28,68,0.04756,0.05,nc,nc73104256,2018-11-01T01:39:03.046Z,"1km ESE of Dixon Lane-Meadow Creek, CA",earthquake,0.25,0.53,0.149,24,reviewed,nc,nc
2018-10-31T14:30:20.070Z,33.6293333,-116.6856667,12.84,0.43,ml,19,64,0.04069,0.09,ci,ci37409514,2018-10-31T18:29:02.159Z,"8km N of Anza, CA",earthquake,0.18,0.42,0.135,5,reviewed,ci,ci
2018-10-31T14:26:24.100Z,37.3908333,-118.4093333,10.49,0.54,md,5,114,0.04146,0.02,nc,nc73104251,2018-10-31T18:52:16.840Z,"1km NE of Dixon Lane-Meadow Creek, CA",earthquake,0.37,1.18,0.077,4,reviewed,nc,nc
2018-10-31T14:26:15.090Z,19.2094994,-155.4666595,35.8,1.99,md,47,148,0.05397,0.16,hv,hv70677317,2018-10-31T14:29:35.700Z,"1km ENE of Pahala, Hawaii",earthquake,0.64,0.93,0.24,6,automatic,hv,hv
2018-10-31T14:25:11.241Z,61.0328,-146.2098,4.2,1.3,ml,,,,0.95,ak,ak20306620,2018-10-31T14:28:28.286Z,"13km SE of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2018-10-31T14:22:33.811Z,59.3926,-137.3593,33.4,2.1,ml,,,,0.64,ak,ak20306618,2018-10-31T14:26:17.471Z,"110km W of Haines, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-10-31T14:14:33.278Z,64.6659,-148.3115,1.3,1,ml,,,,0.62,ak,ak20306616,2018-10-31T14:19:05.314Z,"24km SW of Ester, Alaska",earthquake,,8.2,,,automatic,ak,ak
